sample_id,P,regime,next_pos
0809043e33f4,131.0153527883697,strong,1605.1677332272045
080c71a6492e,134.9872318703106,strong,1637.8303399206393
0836c3427fcb,97.98477166732822,none,1612.150100265745
086f8c810a3a,96.80655600839388,strong,1643.728738084263
087862f312b1,123.19446634254616,strong,1654.9995467747417
087ecd2f836a,84.9647718928901,strong,1654.0029420113226
0883d246fded,125.02514446498148,weak,1624.7538987451414
088c3441393b,98.88070373508272,weak,1682.136244667094
088c39a1c7af,122.86201430185248,weak,1644.539331202339
08b57bd5a47e,109.64534100350016,strong,1638.276458858732
08d1087d9826,135.85792169309732,strong,1691.712080856542
08d8cdefdf45,134.3348407364508,strong,1603.7402416061748
0903f97afbf2,81.69523309765634,weak,1599.611009748182
0920880b2284,88.43601198281979,weak,1631.5065336192577
094e335e5b16,105.12191262474448,weak,1601.705134476499
098c30e0b1d0,122.71379505095682,strong,1684.7210813654128
0991f5ffa45c,127.43470103373768,weak,1632.4906101282515
0994051aa34f,114.3681843121354,strong,1624.3479751319203
0a1f770efc05,117.58217992016804,weak,1654.9989882595285
0a248f053c8d,83.33242670920951,weak,1640.990666258503
0a315523dc38,88.08714986536698,none,1670.9661926861893
0a843abbada3,83.11891484154827,none,1658.304387498316
0a8ec7043c08,125.87604485062704,strong,1702.6032662747734
0aa26d1a9c38,128.1626155609098,none,1724.548038927621
0aa9d50ebf76,121.91238466920674,strong,1694.590905395133
0ab47eb9ceb2,83.173198639721,none,1663.9372100683656
0ae2560a98fe,116.69404082830444,weak,1645.9605835495522
0b2bf1edaa02,108.44031195019102,none,1656.0197600605195
0b2d350e6c62,109.84780275465918,none,1669.5129028369763
0b65f1f32b6f,120.7399196251826,strong,1605.195064118907
0b907922877b,99.9700496954247,weak,1632.8587988132278
0b98e5e54d19,92.49156929594972,strong,1638.9404997904032
0bb30df737af,87.76965941530945,weak,1609.326791226854
0c2e62a57277,116.5757818202933,weak,1632.4164087465572
0c2f9cbf5dd1,108.88493759893184,weak,1696.6809275437122
0c73e769dcc7,107.09916702942031,none,1616.1631436798427
0c8be2ed40ca,107.3070413646582,weak,1657.6122279399217
0cc2359a68c6,124.66979576730104,strong,1729.7569976492052
0cc49a48db00,101.3554210597068,strong,1605.2793996181754
0cff89c48f20,112.57556053352587,strong,1620.535194333102
0d7f9f8d222c,84.2587547521993,strong,1627.048001393692
0d80d81ed80d,136.04347494347735,none,1654.683072991489
0d856aecc0ee,82.23861841457258,strong,1630.6666423051793
0dab3695ea1d,75.34224479676236,none,1651.6383041931565
0dc1806b0a1d,121.0493670876959,none,1699.1484375733212
0de2d766922c,118.52770855522304,none,1667.2144134963137
0de5e38da8c2,120.28725359161784,weak,1700.1944057077346
0e180dbc5e39,77.02879691637085,strong,1664.4307458019057
0e5a65a9d38a,107.62956576731338,strong,1665.158335639826
0e5cf239db73,125.58046150767709,weak,1683.0796844654726
0e66e99b76ea,95.99736250678345,none,1673.254234988101
0e7ea6b11e6b,104.13289965171316,none,1682.3872709369705
0e7f6a26a645,76.20547343313581,weak,1640.2223166709089
0e812e4ad034,115.0820975364029,weak,1665.1240773046593
0eaeb888bacb,90.16455072604272,weak,1600.3372292595964
0ecd2f8e7033,78.85135675245773,none,1620.083838092974
0ed47d0d1021,119.29688005195678,weak,1603.7511964385685
0edc05efca65,135.85532859661024,strong,1649.1491470691924
0ee527166a14,86.95281077312993,none,1630.5892160070157
0ee8ffdd1e77,76.21308686727836,none,1641.796247225364
0efc22256c20,100.42974789874714,strong,1648.042329606822
0f079d0d579d,122.66648367140078,weak,1649.0017220599648
0f38813c73c4,94.203997623266,strong,1659.788824122803
0f4361e85f10,75.98359148794543,none,1670.669284655581
0f477547f7f0,79.82047135813146,none,1657.6337040476556
0f4c2b51a433,76.10604305575023,weak,1666.4540400579262
0f7275fcbbf0,95.67752289941204,strong,1624.9270382428963
0f7f43967ab4,99.1824023007254,strong,1688.033187072932
0f9034c34f17,87.26072426022212,weak,1642.2286226782037
0f983d6bc4f4,91.6294804076188,none,1689.359492251018
0fe94ff82cb0,125.88360795255664,weak,1679.688524386114
10115ace9df5,83.90057366466662,none,1604.590179758504
1049fd4f4a70,90.81745922841024,strong,1630.841415358098
10803a7e2efb,107.29677330057778,none,1654.9439142600222
1095f06d8354,133.27050274022554,weak,1680.2645251406066
10a137023c6b,85.2132465334512,weak,1635.8679526380656
10bb7446c0b8,119.0197651712202,weak,1616.2964608179875
10dbc8cea461,86.25060010239417,none,1622.2835037426196
11342ce32c20,126.50863937442584,none,1684.1910571073856
115e0e380946,128.55255678513092,none,1613.9400242393967
117fd7b6aad8,80.35440732957699,strong,1639.587028406822
11bc799a7823,91.32484210389376,strong,1644.3118781263208
11d9c4128ebf,104.78125933525418,none,1599.5944177324754
11e9efd11c20,96.50119895713584,strong,1663.3373021975208
11fabc7ada42,82.33275570172835,strong,1601.0425783407477
120fb229b689,103.68176845835926,strong,1622.6974918846868
1261a6b13399,88.94054604932457,strong,1668.351490016077
1262d6271d09,89.02954839971687,weak,1679.4122293355497
127dc0193899,97.46570349226208,strong,1640.1629301450826
12912c33fa29,75.8982299506276,strong,1637.9332981670298
1291f0092b7c,124.95058157191968,strong,1646.4372634696736
12bec4e960af,76.62982805320456,strong,1623.2543431620784
130d00ee6967,90.49367204133635,strong,1674.382063053719
1327be49acde,110.78059422968576,none,1608.244288903433
132c1f453bc9,75.53218381237252,weak,1644.34383199367
1330b286536e,92.94552975944494,weak,1673.135132694627
133be665e13c,88.07307897929199,weak,1644.392214558554
1349d3b4fdc7,130.0647660137815,none,1669.540029951443
134bff46f7e9,97.91563735308937,strong,1669.566477533127
1356261a4494,118.39699817830872,strong,1610.9464293247538
135db3b0e5f0,118.96452062967992,none,1675.8470623288572
13954072408a,106.26282412906772,weak,1670.9073890500338
13adf64470c8,125.23212954978148,strong,1599.3932879242552
13c76c7b854c,78.33603757532056,strong,1665.5935499017285
13ef4e62cade,100.79908670873766,weak,1681.3657856731857
13f4843b2a6b,92.8611117481546,strong,1615.4599200745818
14086e508b6a,81.85385704701987,strong,1619.450470717385
14167abf92a8,126.96990314022928,none,1616.814494414768
144125c0a05f,108.01152193590072,none,1642.1191114292672
14453c74afdd,80.48590327444545,none,1600.2253149976482
145bbc004156,93.5041759386347,weak,1612.8909436851354
149db5925995,113.50846525767636,weak,1694.2783560714058
14ab33144c34,135.81726420071467,strong,1702.5389878558644
14bf1bc080e9,128.8837305215132,none,1678.8011172698118
14dd7a70a70d,90.65206707669026,weak,1605.6094700355477
14e075ca1f85,113.97057659653277,strong,1642.0096446849493
152c90a6a264,101.1497261134639,strong,1649.536847307898
152d99f5b2ca,83.29534913795368,weak,1628.6044992239288
154622c63c4e,117.3975502821118,strong,1700.2208608458782
15505803898d,124.86454332280393,weak,1696.0264756130289
157a350e3110,139.85427597882034,strong,1688.7363527881198
1580b61140b0,131.77577064100396,strong,1651.5484294939315
15a0f049db76,99.01986018914344,none,1628.6169445219136
1608a1844dfd,136.49156207363183,strong,1655.5640766022357
161f23514e2a,79.93266158263734,none,1642.151031070037
1626d11d186f,92.01165958869969,weak,1664.2394213089322
162e15d9863f,89.63846734938848,none,1604.4681200283555
16641c7cf7c8,93.25712620110198,none,1609.957904901273
1682d5afe8de,129.13163015013438,none,1624.5677994061152
16889426c722,86.7489379394612,weak,1599.5100180390316
168a119c719c,133.34547240562105,weak,1611.7915043796957
1690187bea3b,135.20088348812976,strong,1718.7198323277253
169ef676b25a,89.14078094108267,strong,1697.2106450904694
16a6d53c51a6,119.6113622498586,none,1706.9737028891211
16b81107e61b,137.56659770217104,weak,1671.2316685554188
16f3f76a3425,96.00604912829364,weak,1622.8077271015663
16faca08fda7,137.12572587744486,strong,1664.7776023521146
16fc8dac5c8c,114.6988010648792,none,1684.4162646307618
16ff9acb7d2c,127.58110211560567,weak,1611.8505524259829
170c1e893f82,114.08480396315676,none,1671.8637358592337
17143cb8abd7,110.7766003702124,strong,1646.284957499788
1719a3fde2b3,82.87614354510376,strong,1613.956551921738
173192324335,125.27885886475848,strong,1609.5873110219975
1749c953f1e6,91.01216821042432,weak,1660.603656428012
17544ac79f55,120.25778087302432,strong,1658.0620110894693
175ef3016d2f,111.60551944381528,strong,1696.5182920147197
1778bfca25b0,136.28631946925478,weak,1728.7535883985613
17796b2f0356,131.84519167546904,strong,1690.9111269593675
17799badf21e,129.42475487227415,strong,1687.6653663243872
177fc705e04c,108.0132028667868,weak,1634.6996834508811
17b4046d363c,116.33514127633198,none,1691.4674749393594
18253f826d7b,133.82662424727016,weak,1629.8680123697052
182fa74a05ac,89.92383185436205,weak,1633.5653413637388
1832457a3bc5,105.25035818511336,none,1659.3375279837453
18784b038bc5,100.11753575400022,weak,1633.4457367814937
1884fdb21516,105.2118059433205,none,1683.178446425183
189bbfcbfb39,75.88304381184028,strong,1624.7381944809686
189ff4b0eb0c,95.8057451931044,weak,1612.8108527267443
18e143f008ba,115.543918683668,none,1653.6603343300865
18ef57caa1ab,104.2023426283559,weak,1667.990429098396
18feaec85442,94.06198530031004,weak,1620.3541641274428
19175d101255,125.47077906424104,none,1668.9287209400484
192ddd65a2af,139.3198935621704,weak,1706.7113457245523
192eb028c464,94.1791053307753,weak,1633.9601422018943
196167d9787c,87.48237893744658,strong,1653.5391395345196
19632d9166b8,96.63307956329264,weak,1671.304638574924
196a701e366c,87.87137031436471,none,1602.7051741609507
198ec3d27603,87.63207502415845,none,1608.2081218721096
1a04e4a3db2d,95.03258849275544,weak,1600.2602718813507
1a673f36c26e,121.02309729586756,weak,1717.5687222636718
1a77ba32b97f,103.30020971786934,none,1640.8229873438047
1add098ec5de,93.89029319560429,weak,1627.031393699911
1ae3cf8d4456,95.34273557010016,none,1622.5322371688237
1b144ff312b0,119.09635967724732,none,1677.9749584496203
1b1c52643ef5,120.1124911065826,weak,1643.3475480561133
1b659c8970fc,130.78010913235534,weak,1681.1216518669537
1b7ab1a334a0,83.39396619583111,none,1681.63569397547
1b9655f4ee8d,76.96877420555413,none,1630.6439256983826
1bb6e575ada6,121.79379787478986,strong,1611.7432636951555
1bd27d99ee29,115.85468339869486,none,1701.791610175609
1bd78930abef,109.21689118009188,weak,1634.421546349629
1bd8c47a2452,134.74724450556832,weak,1704.7641918372888
1bf7b4a2a5dc,138.18693032077488,weak,1617.5591971465271
1bfa4b804cad,138.03210381914982,none,1676.6101392521878
1c07762d7d83,85.50278421259894,strong,1679.4254061003485
1c44f39b674e,129.4890604012631,weak,1631.8342215374466
1c674deb656c,137.44574851227378,weak,1688.6774658595234
1c6fab18a605,94.0477508024711,strong,1650.367834755685
1c7d3d5fc927,120.9278226038078,none,1637.9113278538437
1ccae6f6f18c,124.761155999709,weak,1670.8274193422435
1ce17a1a0187,124.89265746352544,strong,1720.577621918671
1cfd45534daa,88.83903267339704,none,1679.873028857594
1cffc8d3a78d,110.98187576023032,weak,1676.806035513112
1d1b720b5edc,117.75444745250344,none,1654.9045919315072
1d1c99086a40,115.26248686714489,strong,1603.0257652626556
1dba32b5c74b,95.92030739460024,weak,1678.6508391475204
1dd85266ecbe,138.9382790740322,weak,1710.0021790786402
1df0d66c0bb4,139.81979062436787,none,1603.3085871054757
1dfd5c68778e,88.31748994161325,none,1641.3541916525655
1e61b3d6b089,80.60897495975446,weak,1607.0067853841804
1ecf2af1a429,121.539262649466,weak,1617.2446021269143
1ee46b05ef52,83.11032964558117,strong,1647.1358470501416
1ee7ba1557dc,114.45486792063178,strong,1624.6490666506468
1ef5a8bd86d1,75.80680593455551,weak,1671.367468859451
1efb2c5397e4,132.73710709655882,weak,1662.91008403747
1f03cda54493,92.62190490479904,none,1669.850643890078
1f826eba335c,116.5816158512642,none,1599.312289177018
1f8d61454e48,114.63913024948992,strong,1666.3765045656055
1f9b79d68a42,101.44409049797376,strong,1688.8831865321297
1fa03c8bf9af,106.47577996120552,none,1676.1005397469046
1fbe7633036f,81.42805734882941,strong,1663.416352315391
1fc1046aa3a1,87.15837554893609,weak,1613.8558587537875
1fdffcd736bc,115.83487838497943,strong,1637.316564128799
200557d9748e,130.72090587809188,strong,1716.9462872560614
2056349e01f3,124.38037114372804,weak,1661.206130665741
205c822c39b3,98.58442872569358,weak,1668.8980053836906
2076dd8e5cf8,90.51477644348893,strong,1669.8141287599317
207c20273e06,79.83151071414584,strong,1613.6269145032472
2086ed074eac,103.89108362706236,none,1634.2307324407266
2087097e7e1f,108.3370205957447,none,1657.602690320615
20a50321ce41,102.94950603474912,weak,1643.182623490716
20cda467723a,103.83131022171384,weak,1663.3345256437196
20de098d3cfc,91.4806292734911,none,1604.466087122075
20df22306406,114.75171903461391,weak,1654.1782837743935
210b71ba29f7,85.65920775458561,strong,1635.619315715561
2156b62fe327,116.67063034970106,weak,1704.8321650511205
215b88f677eb,96.60726190770076,none,1634.8875097350865
2189910e7a67,126.27934755715104,strong,1672.6480495978944
21c7df0c5ef4,82.04624731202752,weak,1611.2071441718078
21cb8164e7aa,104.4332767986665,none,1638.916377235503
21feb1c6876b,91.8851567074028,weak,1618.229369891254
22076b4b7a34,80.8775451989752,strong,1626.8693829539284
220b35a1a826,100.8202962903133,strong,1604.0997830665408
223241d3c541,115.89970654191568,none,1673.9691012249684
22778e331770,123.64481484962852,strong,1725.2329664520637
227a4cf1284d,135.9344038462075,weak,1660.455507221136
228384da915c,87.71220944762055,none,1661.1838549629024
2286a687f14b,121.72456613791528,weak,1650.2320167360142
229f419f4e66,129.15953146519726,strong,1650.3631643700423
22d7b71891a6,83.9356050851252,weak,1617.387523446891
22e780c57499,92.74400548203336,none,1617.498811760108
230d326a929f,105.4613386972813,weak,1645.3209069633044
232adc37a8ea,135.2926547714928,strong,1601.239591743324
233d4b27bc21,78.2282440477043,weak,1645.8831680790138
233dc5ab590f,94.5931035637288,strong,1652.4625357765185
233fd5984ee0,118.83178199562246,weak,1671.5350770429245
235c9a95ee44,116.71845659423278,strong,1644.6041799085942
2362d629edb4,91.90486255510385,strong,1672.451255010149
236509067750,139.21165282002468,none,1683.921489311668
238b0d3d40c4,105.99577920296836,strong,1656.2084652117917
23b9f75e5e2d,115.24578032543114,none,1653.442222246931
23d1b7399b6b,117.77169530476218,none,1607.8426093693952
23d35874d4b3,132.31213575138892,weak,1695.5293288520988
2411749de913,104.974687386804,weak,1657.563878959427
2417a6a63c1a,114.51097986735162,none,1610.3777245129872
24204f71ecea,118.44092758445076,none,1617.9415373157767
24226e22e21d,79.39422914281394,none,1613.496038438628
244849dd2d51,100.6762489884184,none,1641.7005111415656
245d568178ae,102.75192009974776,weak,1612.7950206729708
247d1d35f3f0,109.93727386326096,weak,1708.0588349275024
25115a45612d,126.0361364702992,weak,1640.845629505098
251a85854226,98.99741792795776,strong,1631.6699379220724
25274b04b883,135.05088142441778,none,1662.6562162903513
253f26bd5f08,139.96301015359572,weak,1734.2937426267251
25705e49381d,109.97257649064422,weak,1677.379997631607
25794c493e42,127.11678073345502,none,1648.703616222533
25ca1cfc443b,109.2939017723262,weak,1631.5229465747916
25cf891d3c9b,86.82086373891396,strong,1678.0870659639138
25e9695b39f2,117.70366981127744,weak,1620.9868404338577
2621393e94f3,82.41246082301619,weak,1670.7132864092848
262dde8a7952,117.0838492262758,weak,1703.3289834845252
264f76cd62c4,134.77947949238978,strong,1730.5575941204331
265744d40bc9,125.31609368668832,strong,1665.906953431005
266b0b89e187,102.48998933859777,none,1700.649321889413
267e4a233d0a,132.4774342669394,strong,1632.8879294721858
267ea1d1c42b,116.28970195348136,none,1653.2981801289195
268b3bbf1db3,90.89538880913082,weak,1631.5700474070654
26ab8881ad02,129.62680477000345,strong,1663.9510293060864
26b7ef21924c,82.43866612525773,strong,1632.338781218143
26cf85efde90,117.73159466705047,weak,1647.071898585867
26e21ae70fbe,133.92095045701828,strong,1719.7986122062289
26e612e489e0,93.09716336217282,none,1640.4054221258402
26e92f743b9e,94.84945304809602,weak,1675.587004094997
2729881e357b,94.30299303758396,weak,1647.8369125425456
27373157a05d,106.19826370041368,strong,1652.608297335726
273a852ec631,84.65033262278466,weak,1664.9720909094692
273ecce55ff2,81.02285025549111,none,1674.455537226448
279324f158a8,89.71752637531436,none,1613.673121987469
27e85a310896,134.15919393222515,weak,1647.6922377442654
27ea1a27e4e0,106.86790818476412,weak,1663.5795702912292
2822ce881a0b,109.1038580372417,none,1631.35263444238
2836e72ad2c5,120.19263272095549,weak,1621.1078958034927
2863c9268eca,75.86196764259624,weak,1603.1783882215457
2870b53c1765,100.53143041924464,weak,1617.0036369918362
288fc172c7c1,130.79344629093208,weak,1659.847977749156
289cc6fdd15f,82.19673993065796,weak,1610.8682787171156
289dcb6a51c2,108.37710618632693,strong,1617.661401398415
29045f09e41d,128.76157841631206,weak,1668.843146191952
2923516d4e84,98.34552526172212,weak,1611.0382233824926
295c831e4f56,77.20421815402956,none,1640.754336582719
296433236098,100.00996643794043,strong,1617.034883987806
29841cad263f,77.89191319342245,strong,1649.4798953190184
298488074063,110.2199619903839,none,1680.6521354459032
298b25f8d4d9,78.30213703713315,strong,1627.810040510632
298d69487415,136.6173588506363,weak,1646.463252463767
29b9d6d734da,101.98074818348826,none,1652.2387749251975
29bc2fb4d450,118.72945841043452,weak,1683.4826369430505
29c0824a199c,130.03792262664467,strong,1706.269556605463
29d2e204a2ce,121.2110180218756,weak,1627.727466311169
29fcab628e76,117.8528754295891,none,1687.7866383268888
29fe3edf28a9,83.95805003274552,none,1630.5415128721936
29fea6744fdb,104.79370944005392,weak,1644.638773961738
2a032a34045a,138.84766855464926,strong,1727.085878999797
2a0a69b9814c,125.02181969177865,weak,1663.144995134338
2a1aea3fe716,108.4176470289684,none,1677.2787117914852
2a1dcca1fa6c,134.59317867479882,weak,1638.0396218263863
2a3be32071c6,104.30627208952946,strong,1635.0141032563374
2a40a8f51028,86.03037769951563,strong,1661.68913540027
2a4f9a618855,131.4754209455852,none,1709.6683770571208
2a7e8be32c6f,124.9922143621316,none,1705.5105342299614
2a9362f84057,83.75692239380322,strong,1615.704510931506
2aa2fb8004eb,128.0619767482399,none,1699.699404381137
2ac993700b41,105.3303750307639,none,1703.6539428918545
2b06631c2fab,133.34986124012303,none,1608.8724302081944
2b0d5573b191,128.64602101950263,none,1693.9441288728294
2b19ee93dc98,88.02763711181274,weak,1616.3573745467029
2b22cce1cb6b,80.45599966495456,strong,1666.4767711911068
2b5e30691cc3,104.454770896961,none,1635.270492734164
2b7f7e6e7a56,117.0588071686412,weak,1704.4829499773346
2b8eba13d6b9,124.57238557788192,strong,1646.320988352148
2b9f635867b6,77.97895549612099,strong,1606.9988222583306
2bc591427f23,125.7234081019096,strong,1613.9755836605357
2bc8f65da32a,135.26417216968667,strong,1618.6666127857818
2bd99a5c6794,75.24294713902823,strong,1622.2740197141695
2bdb26ba0e0c,78.0197654087019,strong,1636.4736616731698
2c5cbe203625,79.87237494757755,strong,1673.5243283134128
2c5ec5c084b7,76.59248305146224,weak,1671.0725337286128
2c697285c808,136.6701819976995,none,1654.5624307312582
2c79680b1780,81.48472372787964,strong,1655.8118262814714
2cec4df0c148,104.06615639090413,strong,1604.4589358646042
2cf45e4eb5ea,79.34333781449772,strong,1671.36035146136
2d162c138750,108.00519535952274,none,1676.9469373617735
2d24eb6863ba,129.401198765169,weak,1655.050016378559
2d9ec6e48740,85.75085489123072,none,1617.3806716065096
2db075d27c59,78.54204325759963,none,1619.125102427072
2dddabdc21bb,101.59747897392889,strong,1700.4906806439617
2de7fbf8da3f,128.22958164673085,none,1717.4647207273758
2deff4bc5eed,99.79604264662592,none,1616.1108242617613
2df118416a55,118.73128201605417,strong,1642.6891677949336
2e00853027bc,83.85311668091201,strong,1631.5442338695464
2e092d013ce9,115.91446284040632,strong,1667.9258777997318
2e1e2158e393,84.47605356948645,weak,1680.3175689449818
2e3097fa075b,132.3019253460474,strong,1725.636135322495
2e30985c4207,87.81854783495278,strong,1663.1475121210178
2e4b44ccf2d5,96.11088716959136,weak,1685.7431472891135
2e6382c91422,134.95621970126837,weak,1719.618952299016
2e66513c5238,95.93509308882416,weak,1606.1107375380486
2e92708aef7d,79.28508483912755,weak,1613.7419334194788
2eab86ee780d,138.51871970373506,weak,1615.7350479726483
2eb269bd18db,90.05123062780851,weak,1638.75280703817
2efecfb56e74,134.52912871795854,strong,1654.506434447695
2f0b49525c92,110.48278347772948,none,1679.033117310447
2f2348cf2899,79.80047579321224,weak,1616.0134829149983
2f3fb945f631,99.6961962049446,strong,1685.3104008922437
2f4d8f14dc74,123.12786295266814,none,1610.066813629738
2f75d8ab6fbf,102.39856082821052,weak,1690.166476830102
2f9e139268bd,107.44007390197078,weak,1632.1964114764214
2fa372522022,95.18706280845768,none,1599.7348270616817
2fafd8ac2df1,80.5092631576912,none,1603.137286616042
2fc09c32db00,128.04037375861515,strong,1643.7718999617846
2fc359922ead,122.43410310567488,weak,1695.6703606371605
3022fe312a0f,139.35723741222307,strong,1728.4754745050502
3027d593fb95,120.65845252883491,strong,1690.658066232895
30a3d480eabf,128.76951568074986,weak,1644.501003211291
30c38aeb3707,93.84062779022278,weak,1603.4465858453746
310638a5337b,98.40073292216884,strong,1623.8427707322664
31150c9f34ba,107.43636647237756,weak,1632.062804415371
316894292b09,94.91668764844592,none,1686.940706540282
3186e9e562db,120.82161614321336,strong,1605.2818501275024
3194e7b940f1,90.19524033592758,none,1661.9663048780649
319bae019cec,128.62984188643384,strong,1631.0323194390437
31baaec712a0,98.96663737638012,weak,1684.2177027327743
325bb61c6e74,108.09507100575011,strong,1636.0383811309769
3269ba6b0c87,124.60676184109629,none,1678.9114154326735
328ee1c96e15,82.41931848295482,weak,1608.3645789558686
329e811fe815,127.69251374381784,strong,1684.4049236616806
32d33251ba4f,104.8213969636878,none,1698.3172339767566
3317e5d674df,94.85692225491088,none,1675.882133121631
331d008b47f5,87.97107295788174,none,1614.5944564619813
331f5e2c282e,108.24062772638904,strong,1622.48631968721
334365eeef17,76.96212569656272,strong,1644.0579395528562
335c7b94e564,84.51067322190744,strong,1607.7353211813177
335dc6d50fbd,135.31386950839408,none,1682.9934589725456
339004c71cad,114.32865649894032,none,1633.0370146744938
33aaa215c69c,84.1221662617812,weak,1662.651461990837
33b6a46b8eca,136.45954692636357,weak,1600.3206455731104
33be757ef72a,114.606726737019,none,1675.406808412797
342888649f6b,113.5030605521,weak,1604.2883011381216
342ee424a525,133.62512179655215,strong,1700.4540557710206
344cbbc400fc,119.98208785731954,none,1611.9038234081518
344df0905c77,106.10210366439716,strong,1604.7579947366216
3456d9858e57,113.3035155978667,none,1635.2063510240628
347335e3775d,91.39294203203524,strong,1664.792158189529
34a9bdcaaff9,112.37318464407156,strong,1677.4708682125824
34d8251ff46f,118.66473556973352,none,1677.5446372325048
34e1c5bb7431,130.56694776302535,weak,1686.9010716985772
355fefa203a4,103.1769369761908,none,1638.4407118335887
357d0a9407b8,102.48326213350224,strong,1640.7966005654057
35ed4dbf941b,99.6393959753062,none,1609.623756540832
35ff66c179d1,83.89433076729078,weak,1620.7215750980308
3626912e008b,89.78984714715683,weak,1655.2078587133335
364551e5bff7,79.466497887921,none,1618.612319399788
3658e207d74f,87.68641005790457,weak,1672.3608241420814
3661a0bf4a31,126.73548392656474,none,1672.5295171784846
366a798804ef,124.24989319369529,none,1666.68869366563
36b9431faffc,105.49516150725393,strong,1628.116092265932
36c04d0fd64c,138.1514460500027,none,1685.9639546519534
37177f091742,116.17355440128378,weak,1689.8074585627594
3724fd44fe55,116.01973929040211,none,1696.6259484759737
3735630ff4d9,94.21957266015986,strong,1636.1467363504737
375305703a20,99.72796014742626,none,1633.1455668364842
376e07fc2617,120.23788909523746,strong,1642.081285631651
377b0b8f9c10,96.52310059703044,weak,1612.3285583003544
377e1dca2bba,123.2272369454766,strong,1618.7190472280674
3790a7b31f4d,103.83206510267031,weak,1690.9415146127224
37aea89e3a23,114.28970642356842,strong,1703.9589074262497
